scenario,seed,window_start,window_end,attack_label,legal_mbps,aggregate_mbps,attacker_mbps,burst_rate,burst_loss_rate,rate_cv,active_sources
S2_isolation,505,3.25,3.5,1,70.012672,70.012672,0.0,0.0,0.0,0.0,0
S2_isolation,505,3.5,3.75,1,70.026752,70.026752,0.0,0.0,0.0,0.0,0
S2_isolation,505,3.75,4.0,1,69.999904,69.999904,0.0,0.0,0.0,0.0,0
S2_isolation,505,4.0,4.25,1,70.020384,70.020384,0.0,0.0,0.0,0.0,0
S2_isolation,505,4.25,4.5,1,69.972448,69.972448,0.0,0.0,0.0,0.0,0
S2_isolation,505,4.5,4.75,0,69.963296,69.963296,0.0,0.0,0.0,0.0,0
S2_isolation,505,4.75,5.0,0,70.019712,70.019712,0.0,0.0,0.0,0.0,0
S2_isolation,606,0.0,0.25,0,69.98768,69.98768,0.0,0.0,0.0,0.0,0
S2_isolation,606,0.25,0.5,0,69.950688,69.950688,0.0,0.0,0.0,0.0,0
S2_isolation,606,0.5,0.75,0,69.962464,69.962464,0.0,0.0,0.0,0.0,0
S2_isolation,606,0.75,1.0,0,69.995776,69.995776,0.0,0.0,0.0,0.0,0
S2_isolation,606,1.0,1.25,1,45.07504,151.60304,106.528,1000.0,0.0,1.3027361639927428e-16,1
S2_isolation,606,1.25,1.5,1,69.97936,69.97936,0.0,0.0,0.0,0.0,0
S2_isolation,606,1.5,1.75,1,69.99936,69.99936,0.0,0.0,0.0,0.0,0
S2_isolation,606,1.75,2.0,1,69.998976,69.998976,0.0,0.0,0.0,0.0,0
S2_isolation,606,2.0,2.25,1,70.0728,70.0728,0.0,0.0,0.0,0.0,0
S2_isolation,606,2.25,2.5,1,70.031232,70.031232,0.0,0.0,0.0,0.0,0
S2_isolation,606,2.5,2.75,1,70.018464,70.018464,0.0,0.0,0.0,0.0,0
S2_isolation,606,2.75,3.0,1,69.987776,69.987776,0.0,0.0,0.0,0.0,0
S2_isolation,606,3.0,3.25,1,69.998176,69.998176,0.0,0.0,0.0,0.0,0
S2_isolation,606,3.25,3.5,1,70.051648,70.051648,0.0,0.0,0.0,0.0,0
S2_isolation,606,3.5,3.75,1,70.043488,70.043488,0.0,0.0,0.0,0.0,0
S2_isolation,606,3.75,4.0,1,70.000032,70.000032,0.0,0.0,0.0,0.0,0
S2_isolation,606,4.0,4.25,1,70.03632,70.03632,0.0,0.0,0.0,0.0,0
S2_isolation,606,4.25,4.5,1,70.014624,70.014624,0.0,0.0,0.0,0.0,0
S2_isolation,606,4.5,4.75,0,70.013408,70.013408,0.0,0.0,0.0,0.0,0
S2_isolation,606,4.75,5.0,0,70.081792,70.081792,0.0,0.0,0.0,0.0,0
